sample_id,original_label,original_label_name,desired_counterfactual_label,desired_counterfactual_label_name,counterfactual_predicted_label,counterfactual_predicted_label_name,counterfactual_found,num_cfs_requested,num_cfs_generated,counterfactual_reconstruction_mse,counterfactual_reconstruction_mae,changed_feature_count,selected_feature_count,changed_feature_fraction,dice_proximity_loss,dice_proximity_score,dice_sparsity_loss,dice_sparsity_score,dice_plausibility_distance,dice_plausibility_score,dice_nearest_train_index,dice_nearest_train_label,dice_diversity_dpp,dice_diversity_avg_dist,dice_diversity_pair_count,dice_mean_pairwise_distance,forecast_lag_min,window_size,top_percent,error
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T04:48:00_e2015-02-09T16:36:00,0,FL,1,NF,0,FL,True,5,5,0.00030036676544114015,0.005106635787524283,1.8,168,0.010714285714285714,0.8399015961484946,0.8206668325414942,0.010714285714285714,0.9892857142857142,1.55189869571911,0.4948564034424273,447,0,0.6522164010194395,0.8645018563321234,10,281.75654805077767,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T05:48:00_e2015-02-09T17:36:00,0,FL,1,NF,1,NF,True,5,5,4.441893132112184e-06,0.00022111545404186473,1.6,168,0.009523809523809523,2.9406764965701084,0.8030953895829054,0.009523809523809523,0.9904761904761905,3.6678495523417154,0.47122074741449377,95,1,0.19100849341698803,0.8129814936084454,10,987.7663806130038,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T07:48:00_e2015-02-09T19:36:00,0,FL,1,NF,0,FL,True,5,5,0.0002758526970865205,0.004962611990049481,1.6,168,0.009523809523809523,0.01936301095514556,0.9814831244676612,0.009523809523809523,0.9904761904761905,0.7231678938156755,0.5807552815058957,31,0,0.36237701614898826,0.76020351826789,10,6.264484521211754,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T08:48:00_e2015-02-09T20:36:00,0,FL,1,NF,1,NF,True,5,5,0.00026400102058232733,0.003988677574670874,2.0,168,0.011904761904761904,1.1206275660211886,0.7051501226305851,0.011904761904761904,0.9880952380952381,1.9037741281301745,0.4258515704873071,1365,1,0.8769505080367161,0.9328758008376539,10,376.5308621831194,6,12,1.0,
FL_M2.4@9854:Secondary_ar5144_s2015-02-09T09:48:00_e2015-02-09T21:36:00,0,FL,1,NF,1,NF,True,5,5,0.001624138280749321,0.02046247702091932,9.2,168,0.05476190476190477,3.9471490680350145,0.31516508011375227,0.05476190476190477,0.9452380952380952,4.635567398600209,0.2378845496132908,1313,1,0.9996594598160393,0.9945067290211121,10,981.9945499347207,6,12,1.0,
FL_M4.5@9978:Primary_ar5298_s2015-03-08T09:24:00_e2015-03-08T21:12:00,0,FL,1,NF,0,FL,True,5,5,0.0020158484578132628,0.02089034728705883,28.0,168,0.16666666666666666,2.214741490672763,0.33546482088343105,0.16666666666666666,0.8333333333333334,2.9283800835282667,0.26776519451809505,215,0,0.9218182216236348,0.9592654840611806,10,490.4861738617966,6,12,1.0,
FL_M4.5@9978:Primary_ar5298_s2015-03-08T10:24:00_e2015-03-08T22:12:00,0,FL,1,NF,1,NF,True,5,5,0.002403237437829375,0.02647242695093155,21.8,168,0.12976190476190477,1.0320423601574005,0.6442996634919199,0.12976190476190477,0.8702380952380953,1.7170893083579564,0.4389641709682106,284,1,0.8139397332836554,0.9512408413706008,10,326.5338636224621,6,12,1.0,
FL_M4.5@9978:Primary_ar5298_s2015-03-08T11:24:00_e2015-03-08T23:12:00,0,FL,1,NF,0,FL,True,5,5,0.0018023723270744086,0.017931682989001274,23.0,168,0.13690476190476192,0.3252755783661418,0.7604804480791554,0.13690476190476192,0.8630952380952381,1.2049638476950948,0.45549634957450874,197,0,0.544280304543606,0.8569817211993871,10,70.56366653020072,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T12:24:00_e2015-03-09T00:12:00,0,FL,1,NF,1,NF,True,5,5,0.0017969782988075168,0.0191134762018919,21.8,168,0.12976190476190477,0.28291391025173324,0.7817698220500902,0.12976190476190477,0.8702380952380953,0.9848559755539157,0.5042604999994598,1395,1,0.9029354668067656,0.9578229376107923,10,75.05042782402938,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T13:24:00_e2015-03-09T01:12:00,0,FL,1,NF,0,FL,True,5,5,0.0016220563324168325,0.015550367906689644,21.4,168,0.12738095238095237,1.4110257213824668,0.5700567515265489,0.12738095238095237,0.8726190476190476,2.202256307445369,0.37205757461664163,1534,0,0.0060289115454280435,0.7237641890789158,10,432.7226862852831,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T14:24:00_e2015-03-09T02:12:00,0,FL,1,NF,1,NF,True,5,5,0.00276512517593801,0.02726259082555771,24.6,168,0.14642857142857144,0.5395564460160012,0.6554001660795413,0.14642857142857144,0.8535714285714286,1.2555816437988288,0.4454755862737563,90,1,0.39994021595324897,0.8685974621667953,10,61.73070290284861,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T15:24:00_e2015-03-09T03:12:00,0,FL,1,NF,1,NF,True,5,5,0.0021102692699059844,0.022605456039309503,28.2,168,0.16785714285714287,4.448541216633436,0.18416734777053073,0.16785714285714287,0.8321428571428571,5.133597978746792,0.16336484768668263,269,1,0.8206852257346723,0.9165077888956094,10,466.120665387915,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T16:24:00_e2015-03-09T04:12:00,0,FL,1,NF,0,FL,True,5,5,0.0016443864209577442,0.019318434037268163,11.2,168,0.06666666666666667,3.8345042194021475,0.5930047953916759,0.06666666666666667,0.9333333333333333,4.7331677956177,0.3402250746410844,34,0,0.622300286122472,0.8792320328572829,10,1276.4009853374077,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T17:24:00_e2015-03-09T05:12:00,0,FL,1,NF,0,FL,True,5,5,0.0014676420309115202,0.019845543149858712,16.0,168,0.09523809523809523,16.194954812945543,0.1691579933090666,0.09523809523809523,0.9047619047619048,17.163122426566854,0.13023124076377626,1104,0,0.8723579488528171,0.9634235852072998,10,4339.203513074902,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-08T18:24:00_e2015-03-09T06:12:00,0,FL,1,NF,0,FL,True,5,5,0.0005249864305369556,0.009351765178143978,24.2,168,0.14404761904761904,0.33249623467443973,0.7506077521895023,0.14404761904761904,0.855952380952381,1.0693423730880656,0.48354102563368107,1372,0,0.6740329170134647,0.8744741497737538,10,47.51510728757786,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-09T09:24:00_e2015-03-09T21:12:00,0,FL,1,NF,1,NF,True,5,5,0.0031815171241760254,0.029382601752877234,15.0,168,0.08928571428571427,1.2674873223982748,0.4410523026487386,0.08928571428571427,0.9107142857142858,2.2374504808975795,0.3088868095113674,1407,1,0.6144788347652338,0.7839575135411022,10,4.745421797376591,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-09T10:24:00_e2015-03-09T22:12:00,0,FL,1,NF,0,FL,True,5,5,0.0011671693879179656,0.016140059940516947,26.4,168,0.15714285714285714,8.190922271697957,0.6096927823788842,0.15714285714285714,0.8428571428571429,9.070008712366427,0.3664937920878234,139,0,0.4834505113855392,0.813383899113031,10,2684.8707065519857,6,12,1.0,
FL_M5.8@9985:Primary_ar5298_s2015-03-09T11:24:00_e2015-03-09T23:12:00,0,FL,1,NF,1,NF,True,5,5,0.0034559632651507853,0.029896921664476394,21.6,168,0.12857142857142856,1.0399947034546053,0.683871460695851,0.12857142857142856,0.8714285714285716,1.9516266515497573,0.4053625975907704,278,1,0.2929158674687464,0.8662906341715562,10,325.14606325759604,6,12,1.0,
FL_M5.1@9986:Primary_ar5298_s2015-03-09T12:24:00_e2015-03-10T00:12:00,0,FL,1,NF,1,NF,True,5,5,0.0027794183231890203,0.026798025146126746,22.8,168,0.13571428571428573,1.4640263331795353,0.5453646921297917,0.13571428571428573,0.8642857142857142,2.2252323854109672,0.3693437111740837,443,1,0.02569964762225734,0.8549262262973454,10,361.56864080202456,6,12,1.0,
FL_M5.1@9986:Primary_ar5298_s2015-03-09T13:24:00_e2015-03-10T01:12:00,0,FL,1,NF,1,NF,True,5,5,0.003399229468777776,0.03226906880736351,25.0,168,0.1488095238095238,0.9057580368086235,0.5257004659499851,0.1488095238095238,0.8511904761904763,1.8681103509592205,0.3488494972888926,443,1,0.7950217910955757,0.8873989231346499,10,16.915392793973204,6,12,1.0,
FL_M5.1@9986:Primary_ar5298_s2015-03-09T14:24:00_e2015-03-10T02:12:00,0,FL,1,NF,1,NF,True,5,5,0.0026768919546157123,0.021424897015094757,26.2,168,0.15595238095238095,0.34526403996246446,0.7449058434208274,0.15595238095238095,0.8440476190476189,1.2299576076860739,0.44867436404933825,176,1,0.9326445451715191,0.9590334861224189,10,70.33185135852467,6,12,1.0,
FL_M5.1@9986:Primary_ar5298_s2015-03-09T15:24:00_e2015-03-10T03:12:00,0,FL,1,NF,0,FL,True,5,5,0.0008378668804652989,0.012185057811439037,20.0,168,0.11904761904761904,0.2724691579120339,0.7859142451940768,0.11904761904761904,0.880952380952381,1.2059324267406637,0.45344750986766913,1466,0,0.14261172066738068,0.6099286069047108,10,2.080637256242624,6,12,1.0,
FL_M2.9@10004:Primary_ar5298_s2015-03-09T16:24:00_e2015-03-10T04:12:00,0,FL,1,NF,1,NF,True,5,5,0.006549075711518526,0.04678116366267204,19.2,168,0.1142857142857143,0.2610251490198883,0.793218787709845,0.1142857142857143,0.8857142857142858,1.0799603486850204,0.48088847229905707,443,1,0.0075829583991224294,0.8180618476377823,10,40.38597591539302,6,12,1.0,
FL_M2.9@10004:Primary_ar5298_s2015-03-09T17:24:00_e2015-03-10T05:12:00,0,FL,1,NF,0,FL,True,5,5,0.005736839585006237,0.041102844104170796,24.8,168,0.14761904761904762,0.4425038930381751,0.7125344473019197,0.14761904761904762,0.8523809523809524,1.2893425350503391,0.4404207139662309,422,0,0.6699471459932654,0.9347323482660689,10,113.53757352054,6,12,1.0,
FL_M2.9@10004:Primary_ar5298_s2015-03-09T18:24:00_e2015-03-10T06:12:00,0,FL,1,NF,1,NF,True,5,5,0.0048803945537656546,0.038865777850151065,20.4,168,0.12142857142857141,13.616682098603196,0.4864567129380803,0.12142857142857141,0.8785714285714284,14.46784855977494,0.29958034522015814,554,1,1.0000344767136091,0.9962180921983413,10,4568.277393719107,6,12,1.0,
FL_X2.1@10019:Primary_ar5298_s2015-03-10T09:24:00_e2015-03-10T21:12:00,0,FL,1,NF,1,NF,True,5,5,0.006525233294814825,0.04377625286579132,20.0,168,0.11904761904761904,2.4177921864616883,0.36415692769851293,0.11904761904761904,0.880952380952381,3.2564482408278814,0.2629916577730479,269,1,0.020305303026891798,0.8984248391530976,10,610.123213268758,6,12,1.0,
FL_X2.1@10019:Primary_ar5298_s2015-03-10T10:24:00_e2015-03-10T22:12:00,0,FL,1,NF,0,FL,True,5,5,0.005606073793023825,0.04392640814185143,21.0,168,0.125,13.933122629865414,0.06914325172917453,0.125,0.875,14.978253141226238,0.06439299821989597,570,0,0.9998237591242833,0.9964830937420304,10,2976.692362198703,6,12,1.0,
FL_X2.1@10019:Primary_ar5298_s2015-03-10T11:24:00_e2015-03-10T23:12:00,0,FL,1,NF,1,NF,True,5,5,0.005087212182115763,0.03682582136243582,24.0,168,0.14285714285714285,0.7268935123380996,0.6677674862006727,0.14285714285714285,0.8571428571428571,1.484117251568572,0.43249503308703297,397,1,0.39000768369482763,0.7959898491433471,10,164.6966610675201,6,12,1.0,
FL_X2.1@10019:Primary_ar5298_s2015-03-10T12:24:00_e2015-03-11T00:12:00,0,FL,1,NF,0,FL,True,5,5,0.004577820934355259,0.03370643481612205,24.2,168,0.14404761904761904,2.5562232442299604,0.4270083690606142,0.14404761904761904,0.855952380952381,3.299614197974988,0.29997337388060175,1534,0,0.6677932141083143,0.9106213521790669,10,436.399049643003,6,12,1.0,
FL_X2.1@10019:Primary_ar5298_s2015-03-10T13:24:00_e2015-03-11T01:12:00,0,FL,1,NF,1,NF,True,5,5,0.00628765276633203,0.041563722491264346,13.4,168,0.07976190476190477,5.2536489032710225,0.478530396616088,0.07976190476190477,0.9202380952380953,6.152294221756217,0.29937254618651626,660,1,0.7036058782268654,0.896751450459342,10,1306.2574113123324,6,12,1.0,
FL_X2.1@10019:Primary_ar5298_s2015-03-10T14:24:00_e2015-03-11T02:12:00,0,FL,1,NF,1,NF,True,5,5,0.004259913461282849,0.03394516669213772,15.0,168,0.08928571428571429,11.036293040354156,0.08546818799097967,0.08928571428571429,0.9107142857142858,11.798847537566356,0.080123986960765,73,1,0.5547851742423507,0.8996141822351905,10,3014.679512990471,6,12,1.0,
FL_X2.1@10019:Primary_ar5298_s2015-03-10T15:24:00_e2015-03-11T03:12:00,0,FL,1,NF,1,NF,True,5,5,0.0050074408762156965,0.03954830095171928,19.2,168,0.11428571428571428,22.73366868062925,0.210853447663614,0.11428571428571428,0.8857142857142858,23.534251585981075,0.1475331224720192,73,1,0.9998897849927642,0.9958334236333009,10,4015.4764083661503,6,12,1.0,
NF_FQ_ar5125_s2015-01-27T13:24:00_e2015-01-28T01:12:00,1,NF,0,FL,0,FL,True,5,5,0.03412941880524158,0.1478351354598999,68.4,168,0.40714285714285714,667.0240913000504,0.0016049559853096355,0.40714285714285714,0.5928571428571429,646.6853266827196,0.0016449229523956836,1608,0,0.7402362183430131,0.9489394126304113,10,88431.90271265476,6,12,1.0,
NF_FQ_ar5125_s2015-01-27T21:24:00_e2015-01-28T09:12:00,1,NF,0,FL,0,FL,True,5,5,0.044213682413101196,0.16879067122936248,78.0,168,0.4642857142857143,419.6353639799201,0.00238606278966515,0.4642857142857143,0.5357142857142857,396.2636452733599,0.0025235613124875416,926,0,0.598381595637252,0.878010505054976,10,4591.987465895034,6,12,1.0,
NF_C1.9@9782:Primary_ar5111_s2015-01-28T01:24:00_e2015-01-28T13:12:00,1,NF,0,FL,0,FL,True,5,5,0.019541167840361594,0.10438141971826553,41.6,168,0.24761904761904763,316.75990266264023,0.004651662618154621,0.24761904761904763,0.7523809523809524,317.23358837580133,0.0046373640092671605,34,0,0.6497136707619926,0.8873320465473132,10,55072.38572427229,6,12,1.0,
NF_FQ_ar5124_s2015-01-28T05:12:00_e2015-01-28T17:00:00,1,NF,0,FL,0,FL,True,5,5,0.03337258398532868,0.15119027495384216,70.0,168,0.4166666666666667,498.8231603026802,0.0020007085112851617,0.4166666666666667,0.5833333333333333,494.33184725263766,0.002018849344096419,926,0,0.11755491518844233,0.7851009398414821,10,58.140057386803264,6,12,1.0,
NF_FQ_ar5124_s2015-01-29T01:12:00_e2015-01-29T13:00:00,1,NF,0,FL,0,FL,True,5,5,0.02209724932909012,0.12108495980501174,72.6,168,0.4321428571428572,479.0717696406647,0.0020854552660626393,0.4321428571428572,0.5678571428571428,452.4599302963302,0.0022084530264073676,891,0,0.8318085864003079,0.9248301603551264,10,34940.131196730756,6,12,1.0,
NF_FQ_ar5130_s2015-01-29T16:36:00_e2015-01-30T04:24:00,1,NF,0,FL,0,FL,True,5,5,0.04421764239668846,0.169778448343277,70.8,168,0.42142857142857143,530.4546954632272,0.001934720883102763,0.42142857142857143,0.5785714285714285,521.1758042495976,0.00197610900505609,924,0,0.2689015306223678,0.7934558244251786,10,58099.704038006115,6,12,1.0,
NF_FQ_ar5130_s2015-01-29T20:36:00_e2015-01-30T08:24:00,1,NF,0,FL,0,FL,True,5,5,0.033443769067525865,0.1448143094778061,65.8,168,0.3916666666666666,587.6764899685908,0.0017403506688321332,0.3916666666666666,0.6083333333333334,566.5760257206033,0.0017967905207467026,842,0,0.6876477532129475,0.9210672432512856,10,98471.12197205047,6,12,1.0,
NF_FQ_ar5125_s2015-01-30T00:24:00_e2015-01-30T12:12:00,1,NF,0,FL,0,FL,True,5,5,0.038266503065824506,0.15704318583011628,74.2,168,0.4416666666666666,604.9420217619136,0.0016531024616505206,0.4416666666666666,0.5583333333333333,596.426958655765,0.001676499229620921,889,0,0.8217375985807972,0.9573828719674093,10,76503.37984648538,6,12,1.0,
NF_FQ_ar5118_s2015-01-30T03:48:00_e2015-01-30T15:36:00,1,NF,0,FL,0,FL,True,5,5,0.04020382016897202,0.1598178267478943,60.4,168,0.35952380952380947,618.4771855142959,0.001739542024245977,0.35952380952380947,0.6404761904761904,603.6535387143766,0.0017709595061853364,1515,0,0.8817706887498551,0.9595786457548412,10,93720.45636235864,6,12,1.0,
NF_FQ_ar5132_s2015-01-30T07:12:00_e2015-01-30T19:00:00,1,NF,0,FL,0,FL,True,5,5,0.03382376953959465,0.14197853803634644,67.2,168,0.4,531.8444441289109,0.0019332985949528636,0.4,0.6,509.12617094079985,0.0020077574207538495,842,0,0.6360834985867759,0.9109553586170414,10,105441.19436969333,6,12,1.0,
NF_FQ_ar5118_s2015-01-30T10:48:00_e2015-01-30T22:36:00,1,NF,0,FL,0,FL,True,5,5,0.031743832677602765,0.14104251861572265,65.4,168,0.38928571428571423,377.61962416597834,0.002861251178662083,0.38928571428571423,0.6107142857142858,368.3587342022546,0.0029174731058230563,1606,0,1.000484753246408,0.9995906799261037,10,69436.20038014645,6,12,1.0,
NF_FQ_ar5132_s2015-01-30T14:12:00_e2015-01-31T02:00:00,1,NF,0,FL,0,FL,True,5,5,0.034341637045145035,0.1390910565853119,61.0,168,0.3630952380952381,484.47911064978973,0.0020599017304043427,0.3630952380952381,0.6369047619047619,474.31345105230065,0.002103895036279894,911,0,0.9073671419764903,0.9680324743712999,10,700.2939372042595,6,12,1.0,
NF_FQ_ar5125_s2015-01-30T17:24:00_e2015-01-31T05:12:00,1,NF,0,FL,0,FL,True,5,5,0.023340201750397683,0.11878538131713867,73.4,168,0.43690476190476185,483.51783686424795,0.0021335834790117605,0.43690476190476185,0.5630952380952381,468.87647482082866,0.0021940747850310166,884,0,0.6672414088644025,0.941939792795175,10,45536.422685324374,6,12,1.0,
NF_FQ_ar5135_s2015-01-31T00:00:00_e2015-01-31T11:48:00,1,NF,0,FL,0,FL,True,5,5,0.030571722984313966,0.1332080453634262,51.6,168,0.30714285714285716,327.6676831808753,0.0031925736858093067,0.30714285714285716,0.6928571428571428,325.3615598436762,0.0032012212527010595,438,0,0.8788262154312619,0.9648237368393447,10,54468.56377929965,6,12,1.0,
NF_FQ_ar5132_s2015-01-31T03:12:00_e2015-01-31T15:00:00,1,NF,0,FL,0,FL,True,5,5,0.03463746309280395,0.14575839340686797,56.0,168,0.33333333333333337,384.01659944766084,0.00259757747323896,0.33333333333333337,0.6666666666666667,383.87379328385015,0.0025984821776960667,28,0,0.40371144481778076,0.8827360094547754,10,892.429383388168,6,12,1.0,
NF_FQ_ar5125_s2015-01-31T06:24:00_e2015-01-31T18:12:00,1,NF,0,FL,0,FL,True,5,5,0.032465212792158124,0.14258118867874145,63.2,168,0.3761904761904762,575.3587208967175,0.00175699669219068,0.3761904761904762,0.6238095238095238,561.6099997894198,0.001795280127336419,921,0,0.7710385314452219,0.9517891414644887,10,74098.16875666063,6,12,1.0,
NF_FQ_ar5138_s2015-01-31T09:24:00_e2015-01-31T21:12:00,1,NF,0,FL,0,FL,True,5,5,0.019067060202360153,0.10778292864561081,73.2,168,0.43571428571428567,567.7187614283455,0.0017839198036124202,0.43571428571428567,0.5642857142857143,532.4280649626896,0.001898723850491358,895,0,0.5917357835565141,0.935960436677389,10,47807.31965117862,6,12,1.0,
NF_FQ_ar5118_s2015-01-31T15:48:00_e2015-02-01T03:36:00,1,NF,0,FL,0,FL,True,5,5,0.044721927493810654,0.17091347873210908,64.6,168,0.3845238095238095,573.7324716465497,0.0017516944835424264,0.3845238095238095,0.6154761904761905,555.6256290195997,0.0018100141447073622,921,0,0.7239297882493431,0.9349846273083441,10,54621.640866324575,6,12,1.0,
NF_FQ_ar5134_s2015-01-31T18:48:00_e2015-02-01T06:36:00,1,NF,0,FL,0,FL,True,5,5,0.027343939617276193,0.13089266121387483,73.0,168,0.4345238095238095,453.4241910454354,0.0022050711232751053,0.4345238095238095,0.5654761904761905,413.717004965707,0.002417180834033272,926,0,0.6547894252261486,0.8870790615934183,10,3333.3710351223053,6,12,1.0,
NF_FQ_ar5113_s2015-01-31T21:48:00_e2015-02-01T09:36:00,1,NF,0,FL,0,FL,True,5,5,0.029574942588806153,0.1325106680393219,48.2,168,0.2869047619047619,475.9374999303207,0.0021378413887351943,0.2869047619047619,0.7130952380952381,470.3750250721756,0.0021678412795417307,921,0,0.9152002566808242,0.9706383109618927,10,70339.58509446328,6,12,1.0,
NF_FQ_ar5130_s2015-02-01T00:36:00_e2015-02-01T12:24:00,1,NF,0,FL,0,FL,True,5,5,0.03263410255312919,0.14187025427818298,76.4,168,0.4547619047619048,601.0832652017456,0.0017526553856757616,0.4547619047619048,0.5452380952380953,578.2292552946843,0.0018158470703334717,924,0,1.0005000615639406,0.9999611425288839,10,80267.0894768731,6,12,1.0,
NF_FQ_ar5141_s2015-02-01T03:24:00_e2015-02-01T15:12:00,1,NF,0,FL,0,FL,True,5,5,0.03141528367996216,0.1418199986219406,72.0,168,0.42857142857142855,569.6699736543341,0.0017969700953265728,0.42857142857142855,0.5714285714285714,545.865998109861,0.001875353516526012,926,0,0.6327337853098377,0.9391854012546371,10,73258.63579814955,6,12,1.0,
NF_FQ_ar5125_s2015-02-01T06:24:00_e2015-02-01T18:12:00,1,NF,0,FL,0,FL,True,5,5,0.03689160197973251,0.15679652094841004,79.0,168,0.47023809523809523,473.36863833098323,0.002110729839552114,0.47023809523809523,0.5297619047619048,450.9986819571471,0.002215266828963992,926,0,0.6104734259365197,0.9060048700318261,10,3497.7967858825928,6,12,1.0,
NF_FQ_ar5132_s2015-02-01T09:12:00_e2015-02-01T21:00:00,1,NF,0,FL,0,FL,True,5,5,0.0367607094347477,0.15658678412437438,74.0,168,0.4404761904761905,698.0563899432831,0.0014305521028800587,0.4404761904761905,0.5595238095238095,657.6008144355628,0.0015184319813622425,926,0,0.6908590122130711,0.8940788321515226,10,865.8612954093384,6,12,1.0,
NF_FQ_ar5132_s2015-02-01T12:12:00_e2015-02-02T00:00:00,1,NF,0,FL,0,FL,True,5,5,0.023911440372467042,0.12415781766176223,74.0,168,0.4404761904761905,504.4013394966787,0.0019818556949029293,0.4404761904761905,0.5595238095238095,493.7672375460678,0.0020245949068289832,885,0,0.0026943084922813687,0.6493491713164664,10,3326.2304035148277,6,12,1.0,
NF_FQ_ar5140_s2015-02-01T15:12:00_e2015-02-02T03:00:00,1,NF,0,FL,0,FL,True,5,5,0.032427067309617995,0.14301908314228057,60.8,168,0.3619047619047619,316.952815199665,0.0036933077383320898,0.3619047619047619,0.638095238095238,314.7549628983423,0.003694521558848534,34,0,0.4889753096527083,0.8120964535045438,10,45717.48136005596,6,12,1.0,
NF_FQ_ar5140_s2015-02-01T18:12:00_e2015-02-02T06:00:00,1,NF,0,FL,0,FL,True,5,5,0.028434676676988603,0.12887210249900818,70.2,168,0.41785714285714287,422.05392532217974,0.0024556107700186448,0.41785714285714287,0.5821428571428571,405.3176796849438,0.002562272679960154,880,0,0.609757900276434,0.9374897971135691,10,81569.20558698392,6,12,1.0,
NF_FQ_ar5131_s2015-02-01T21:12:00_e2015-02-02T09:00:00,1,NF,0,FL,0,FL,True,5,5,0.0290969330817461,0.13062498420476915,73.2,168,0.4357142857142858,438.37212570418086,0.002422631921103656,0.4357142857142858,0.5642857142857143,404.22987113033435,0.0026361287294322214,924,0,0.7521497068488153,0.9499843355348982,10,44112.82657491988,6,12,1.0,
NF_FQ_ar5114_s2015-02-02T00:12:00_e2015-02-02T12:00:00,1,NF,0,FL,0,FL,True,5,5,0.03674484491348266,0.15475156605243684,69.6,168,0.4142857142857143,545.5690133762089,0.0019350709439305684,0.4142857142857143,0.5857142857142856,532.0463684750016,0.0019797697093256197,921,0,0.6772282259327503,0.8940692161014969,10,79372.9932775787,6,12,1.0,
NF_FQ_ar5139_s2015-02-02T02:48:00_e2015-02-02T14:36:00,1,NF,0,FL,0,FL,True,5,5,0.020393029600381852,0.11502788662910461,59.0,168,0.35119047619047616,516.1968025853987,0.0019334999661909686,0.35119047619047616,0.6488095238095238,512.8549548522059,0.0019460744529363988,922,0,0.2820448950143529,0.6397098285339866,10,2.1606384833793024,6,12,1.0,
NF_FQ_ar5113_s2015-02-02T05:48:00_e2015-02-02T17:36:00,1,NF,0,FL,0,FL,True,5,5,0.027767744660377503,0.1271012619137764,48.0,168,0.2857142857142857,388.58167235698824,0.002572439823233711,0.2857142857142857,0.7142857142857142,383.60314688128335,0.0026110110565136175,921,0,0.7296131887318119,0.9473263489730577,10,58658.38250726545,6,12,1.0,
NF_FQ_ar5130_s2015-02-02T11:36:00_e2015-02-02T23:24:00,1,NF,0,FL,0,FL,True,5,5,0.03520946688950062,0.1498652994632721,66.0,168,0.3928571428571429,485.7623829179176,0.0020637997018268695,0.3928571428571429,0.6071428571428572,481.8835403195224,0.002078474985168682,879,0,0.3247646182278234,0.749449536428844,10,47544.66264249032,6,12,1.0,
NF_FQ_ar5131_s2015-02-02T15:12:00_e2015-02-03T03:00:00,1,NF,0,FL,0,FL,True,5,5,0.03777068480849266,0.1577206254005432,82.2,168,0.4892857142857142,561.4265013579613,0.00177805358289277,0.4892857142857142,0.5107142857142857,535.6681062263917,0.0018633558198995262,894,0,0.6163412919051932,0.9062951952157675,10,588.3897014221727,6,12,1.0,
NF_FQ_ar5138_s2015-02-02T18:24:00_e2015-02-03T06:12:00,1,NF,0,FL,0,FL,True,5,5,0.02899441495537758,0.13636986017227173,75.8,168,0.4511904761904762,519.1717179532998,0.0020098883529168225,0.4511904761904762,0.5488095238095239,502.28981671106396,0.0020709500852494865,924,0,0.8642310730803467,0.963082389581221,10,95682.46560625108,6,12,1.0,
NF_FQ_ar5139_s2015-02-02T21:48:00_e2015-02-03T09:36:00,1,NF,0,FL,0,FL,True,5,5,0.022531092166900635,0.12209143787622452,66.8,168,0.39761904761904765,557.060167508667,0.0017995196346268696,0.39761904761904765,0.6023809523809525,521.5340968024727,0.0019225151441730822,918,0,0.5194379523111577,0.8576914986554941,10,49691.31002324101,6,12,1.0,
NF_FQ_ar5150_s2015-02-03T01:12:00_e2015-02-03T13:00:00,1,NF,0,FL,0,FL,True,5,5,0.018057491257786752,0.10317199379205703,58.8,168,0.35,360.03050672273605,0.003101635769793093,0.35,0.65,358.7668540332931,0.0031074113408096787,1550,0,0.8037837905134816,0.9551873694030367,10,70774.70322847363,6,12,1.0,
NF_FQ_ar5135_s2015-02-03T05:00:00_e2015-02-03T16:48:00,1,NF,0,FL,0,FL,True,5,5,0.03793603777885437,0.14798468649387359,64.4,168,0.3833333333333333,488.1035009985324,0.002083397102862923,0.3833333333333333,0.6166666666666667,471.2374891099689,0.0021463546601094927,921,0,0.6091133455940172,0.9370679287391788,10,88778.99301680636,6,12,1.0,
NF_FQ_ar5132_s2015-02-03T08:12:00_e2015-02-03T20:00:00,1,NF,0,FL,0,FL,True,5,5,0.011872607655823231,0.08825356811285019,66.2,168,0.3940476190476191,312.0717727518612,0.003983084779657592,0.3940476190476191,0.605952380952381,296.7303801822837,0.004078599568557871,699,0,0.40505712912843433,0.8257571665984671,10,39332.42956215081,6,12,1.0,
NF_FQ_ar5150_s2015-02-03T11:12:00_e2015-02-03T23:00:00,1,NF,0,FL,0,FL,True,5,5,0.03496384248137474,0.14778490662574767,52.6,168,0.3130952380952381,492.05873523032295,0.0020461822427861936,0.3130952380952381,0.6869047619047619,491.1194383105103,0.002049789159383417,695,0,0.6761147396710651,0.9420533769766317,10,46552.839025830384,6,12,1.0,
